https://www.ssa.gov/OACT/babynames/decades/names1950s.html
rank,maleName,number,femaleName,number
118,Theodore,29043,Colleen,35912
119,Jon,28941,Stephanie,35557
120,Rickey,27951,Annette,35343
121,Joel,27857,Glenda,35227
122,Jesse,26648,Yvonne,35040
123,Jim,26215,Dianne,34489
124,Edwin,26204,Tina,33990
125,Dan,26016,Beth,33984
126,Chris,25899,Lorraine,33588
127,Bernard,25883,Constance,33527
128,Jonathan,25810,Renee,32950
129,Gordon,25734,Charlene,32717
130,Glen,25394,Joann,32671
131,Jeff,24926,Julia,32452
132,Warren,24600,Gwendolyn,31943
133,Leroy,24586,Norma,30801
134,Herbert,24294,Regina,30795
135,Duane,24137,Amy,30581
136,Bill,23878,Loretta,30393
137,Benjamin,23834,Sheryl,30382
138,Tom,23752,Carla,29431
139,Alvin,23084,Andrea,29375
140,Nicholas,22613,Tammy,29180
141,Tim,22219,Irene,26972
142,Mitchell,21961,Jan,26166
143,Marc,21942,Louise,25852
144,Leslie,21381,Juanita,25651
145,Leon,21346,Marlene,25249
146,Kim,21208,Penny,25125
147,Dwight,20847,Rosemary,25014
148,Bryan,20629,Becky,24837
149,Lloyd,20620,Kay,24643
150,Vernon,20137,Joy,24517
151,Gene,19695,Geraldine,24223
152,Reginald,19337,Jeanette,23984
153,Lonnie,19197,Gayle,23730
154,Guy,19149,Annie,23677
155,Gilbert,18850,Vivian,23554
156,Garry,18788,Claudia,23148
157,Juan,18772,Lynda,22689
158,Karl,18731,Melissa,22293
159,Kent,18690,Audrey,22221
160,Kurt,18640,Lynne,22195
161,Todd,18570,Patsy,21733
162,Jackie,18442,Melinda,21509
163,Greg,18241,Vicky,21331
164,Lewis,18134,Toni,21306
165,Wesley,18074,June,21102
166,Clyde,17905,Belinda,20942
167,Floyd,17855,Marjorie,20940
168,Neil,17718,Arlene,20653
169,Allan,17691,Patti,20603
170,Donnie,17164,Ruby,20549
171,Perry,17079,Sara,20491
172,Franklin,17011,Yolanda,19945
173,Lester,16568,Rosa,19878
174,Brad,16462,Melanie,19851
175,Manuel,16373,Christina,19845
176,Kirk,16221,Delores,19361
177,Carlos,15820,Jackie,19304
178,Leo,15532,Vanessa,19169
179,Jimmie,15531,Carmen,18951
180,Randolph,15496,Monica,18719
181,Charlie,15285,Janis,18674
182,Robin,15223,Holly,18636
183,Dana,15156,Marianne,18478
184,Darryl,15088,Dolores,18307
185,Dave,14847,Shelley,18226
186,Ted,14718,Veronica,17621
187,Milton,14579,Mildred,17573
188,Daryl,14502,Eva,17111
189,Kerry,14413,Dana,17104
190,Freddie,14404,Rachel,16776
191,Brent,14335,Shelia,16754
192,Harvey,14250,Roxanne,16607
193,Gerard,14217,Carole,16533
194,Stuart,14072,Lillian,16509
195,Johnnie,14046,Josephine,16410
196,Herman,13831,Carrie,16180
197,Lynn,13772,Patty,16108
198,Rex,13497,Sherri,16103
199,Arnold,13194,Doreen,16088
200,Kelly,13128,Grace,15926
