https://www.ssa.gov/OACT/babynames/decades/names1940s.html
rank,maleName,number,femaleName,number
57,Philip,48731,Carole,50307
58,Patrick,48615,Rita,49852
59,Dale,46806,Charlotte,49478
60,Danny,46655,Jo,48447
61,Stanley,46263,Evelyn,48159
62,Leonard,44280,Geraldine,47933
63,Timothy,43503,Jacqueline,45555
64,Gregory,43221,Ellen,45405
65,Samuel,43123,Sally,45342
66,Ronnie,42454,Rebecca,45310
67,Norman,42163,Kathryn,44581
68,Ernest,41759,Deborah,44057
69,Russell,41330,Norma,43030
70,Francis,39518,Suzanne,41403
71,Melvin,39229,Anna,41282
72,Earl,39125,Sue,40942
73,Frederick,39110,Darlene,40321
74,Allen,39046,Patsy,40278
75,Bill,37758,Joann,40016
76,Tommy,37040,Sarah,39975
77,Phillip,36990,Katherine,39911
78,Marvin,36441,Paula,39045
79,Steve,36283,Annie,38716
80,Don,36250,Louise,38663
81,Clarence,36195,Roberta,38049
82,Barry,36189,Sylvia,37284
83,Glenn,35713,Anne,36145
84,Jim,35629,Theresa,35789
85,Eddie,34806,Sheila,35742
86,Mike,34643,Maria,35566
87,Andrew,34615,Laura,35071
88,Jeffrey,34339,Kathy,34765
89,Leroy,33858,Eileen,34695
90,Alfred,31996,Marcia,34395
91,Martin,31403,Rosemary,34296
92,Lee,30977,Glenda,33349
93,Tom,29883,Dolores,33099
94,Ray,29653,Mildred,33068
95,Herbert,28704,Lorraine,33046
96,Gene,27738,Marjorie,32901
97,Bernard,26445,Sherry,32757
98,Theodore,26245,Kay,32652
99,Curtis,26004,Anita,32527
100,Keith,25870,Dianne,32296
101,Clifford,25821,Ruby,31871
102,Rodney,24845,Irene,31819
103,Gordon,24466,Juanita,30445
104,Jimmie,24360,Maureen,30261
105,Jesse,24334,Loretta,30119
106,Vincent,23899,Jeanne,30114
107,Warren,23736,Constance,29910
108,Lloyd,23600,Lynn,29386
109,Leon,23576,Marlene,29293
110,Jerome,23109,Arlene,29093
111,Edwin,22974,Delores,28502
112,Brian,22790,Lynda,27951
113,Victor,22519,Julia,27892
114,Bob,21375,Marsha,27414
115,Floyd,20995,Charlene,26782
116,Lewis,20929,June,25167
117,Harvey,20761,Jeanette,24728
118,Alvin,20711,Edna,24698
119,Clyde,20708,Josephine,24321
120,Craig,20290,Eleanor,23760
121,Vernon,20037,Yvonne,23672
122,Leslie,19388,Vicki,23493
123,Franklin,19310,Vivian,22913
124,Calvin,19240,Emma,22788
125,Jon,19034,Georgia,22394
126,Jay,18660,Lillian,22311
127,Charlie,18263,Edith,22148
128,Darrell,18226,Pauline,21912
129,Jackie,18124,Wilma,21192
130,Dan,18017,Victoria,20752
131,Allan,17830,Ethel,20582
132,Randall,17775,Lucille,20455
133,Joel,17423,Florence,20391
134,Gilbert,17351,Sara,20274
135,Benjamin,17182,Margie,20260
136,Lester,17081,Thelma,20231
137,Duane,17070,Clara,20028
138,Leo,16959,Audrey,19718
139,Tony,16959,Grace,19369
140,Herman,16853,Teresa,19329
141,Jose,16817,Annette,19178
142,Glen,16551,Claudia,19172
143,Johnnie,16419,Gladys,19061
144,Dean,16355,Julie,19036
145,Arnold,16038,Marion,18491
146,Lonnie,15900,Gwendolyn,18343
147,Christopher,15868,Priscilla,18122
148,Nicholas,15505,Willie,18099
149,Freddie,15374,Esther,17637
150,Chester,15285,Eva,17563
151,Eric,15187,Andrea,17060
152,Milton,14878,Maryann,17053
153,Cecil,14837,Bernice,17029
154,Lynn,14202,Rosa,16796
155,Manuel,14188,Hazel,16657
156,Randy,14165,Billie,16370
157,Roland,13091,Bertha,16224
158,Ted,13026,Gayle,16198
159,Dwight,12863,Bobbie,16197
160,Claude,12817,Pat,16150
161,Wesley,12463,Maxine,16072
162,Neil,12427,Marian,16041
163,Sam,12350,Ella,15976
164,Scott,12161,Paulette,15900
165,Dave,11740,Joy,15564
166,Wallace,11465,Beatrice,15560
167,Kevin,11273,Cathy,15551
168,Hugh,10993,Lillie,15357
169,Donnie,10987,Janis,14862
170,Elmer,10878,Leslie,14855
171,Micheal,10619,Ida,14293
172,Willard,10600,Lynne,14236
173,Juan,10556,Deanna,13739
174,Maurice,10479,Faye,13709
175,Jessie,10320,Terry,13699
176,Garry,10319,Valerie,13693
177,Marshall,10240,Emily,13409
178,Oscar,10187,Rachel,13408
179,Edgar,9805,Lucy,13127
180,Karl,9723,Janie,13119
181,Marion,9668,Penny,13113
182,Sidney,9610,Jackie,13090
183,Stuart,9526,Harriet,12923
184,Nathaniel,9490,Regina,12714
185,Alexander,9479,Rosalie,12587
186,Sammy,9360,Alma,12401
187,Everett,9312,Angela,12259
188,Benny,9302,Vera,12189
189,Guy,8952,Jessie,12149
190,Virgil,8949,Marianne,11946
191,Morris,8801,Stephanie,11936
192,Matthew,8761,Jill,11865
193,Earnest,8704,Mattie,11780
194,Lyle,8619,Minnie,11735
195,Max,8524,Caroline,11625
196,Bennie,8480,Michele,11605
197,Wendell,8378,Veronica,11528
198,Kent,8346,Patty,11417
199,Jonathan,8296,Rosie,11404
200,Fredrick,8231,Stella,11363
